freq_uHz,snr
701.42861,1.26904
701.43654,0.66382
701.44447,0.77030
701.45240,1.55070
701.46033,0.22269
701.46826,0.39523
701.47619,0.05162
701.48412,1.62440
701.49205,0.28089
701.49998,1.57101
701.50791,0.05249
701.51584,0.37461
701.52377,0.07826
701.53170,0.54267
701.53963,0.03233
701.54756,1.56946
701.55549,3.86214
701.56342,1.60313
701.57135,0.69398
701.57928,0.01548
701.58721,0.26220
701.59514,0.35405
701.60307,0.60308
701.61100,0.01997
701.61893,0.61109
701.62686,2.49297
701.63479,1.15296
701.64272,0.08214
701.65065,0.15560
701.65858,0.08624
701.66651,1.53119
701.67444,0.86491
701.68237,0.32561
701.69030,0.26610
701.69823,0.22104
701.70616,1.09575
701.71409,2.70310
701.72202,2.03911
701.72995,2.63548
701.73788,0.96963
701.74581,0.22858
701.75374,0.88975
701.76167,1.95505
701.76960,1.90238
701.77753,0.01304
701.78546,0.34951
701.79339,0.03942
701.80132,0.48282
701.80925,0.31400
701.81718,0.71361
701.82511,0.90889
701.83304,1.17583
701.84097,0.93555
701.84890,2.89258
701.85683,0.51137
701.86476,0.15524
701.87269,1.70892
701.88062,0.69251
701.88855,1.67499
701.89648,0.03454
701.90441,0.79374
701.91234,1.96784
701.92027,0.32492
701.92820,0.44315
701.93614,0.78162
701.94407,0.36133
701.95200,2.53050
701.95993,2.59227
701.96786,0.23012
701.97579,1.42557
701.98372,1.02709
701.99165,0.79831
701.99958,0.98197
702.00751,0.82274
702.01544,1.65941
702.02337,1.39553
702.03130,0.48288
702.03923,0.36121
702.04716,0.72994
702.05509,0.41249
702.06302,0.26920
702.07095,3.08486
702.07888,1.16513
702.08681,0.98692
702.09474,0.23737
702.10267,3.70461
702.11060,0.37652
702.11853,1.49045
702.12646,3.98440
702.13439,0.31678
702.14232,0.90446
702.15025,0.56095
702.15818,0.20088
702.16611,0.12601
702.17404,0.16814
702.18197,0.51516
702.18990,0.21146
702.19783,0.54524
702.20576,0.87496
702.21369,0.06990
702.22162,0.29536
702.22955,0.10038
702.23748,1.63744
702.24541,1.59236
702.25334,1.92565
702.26127,0.01915
702.26920,1.02613
702.27713,1.49743
702.28506,1.14925
702.29299,0.60993
702.30092,0.45210
702.30885,1.08915
702.31678,0.28285
702.32471,0.35309
702.33264,0.36917
702.34057,0.21141
702.34850,1.16091
702.35643,1.03106
702.36436,0.49981
702.37229,0.50064
702.38022,0.48177
702.38815,0.94061
702.39608,0.02404
702.40401,0.06324
702.41194,1.15244
702.41987,3.09300
702.42780,1.57999
702.43573,0.23187
702.44366,1.44442
702.45159,0.27296
702.45952,0.68047
702.46745,2.11678
702.47538,0.53830
702.48331,0.30450
702.49124,1.79989
702.49917,0.30479
702.50710,0.65371
702.51503,2.22991
702.52296,2.64849
702.53089,0.53936
702.53882,0.38757
702.54675,1.24300
702.55468,1.47859
702.56261,1.53057
702.57054,0.74755
702.57847,0.18078
702.58640,0.18594
702.59433,0.87134
702.60226,0.78814
702.61019,0.50906
702.61812,0.30927
702.62606,0.84340
702.63399,0.77629
702.64192,0.07884
702.64985,0.17655
702.65778,0.00761
702.66571,0.85661
702.67364,0.53008
702.68157,0.70453
702.68950,0.33864
702.69743,1.50077
702.70536,2.02989
702.71329,0.25320
702.72122,1.58451
702.72915,0.99270
702.73708,0.49030
702.74501,1.04774
702.75294,0.21543
702.76087,1.82009
702.76880,1.30877
702.77673,2.64113
702.78466,0.06795
702.79259,0.05601
702.80052,0.31802
702.80845,0.57705
702.81638,0.58764
702.82431,0.07772
702.83224,0.34971
702.84017,0.08651
702.84810,0.38652
702.85603,0.16260
702.86396,0.00218
702.87189,1.42261
702.87982,0.62527
702.88775,0.19773
702.89568,0.02415
702.90361,1.31997
702.91154,0.22199
702.91947,3.40415
702.92740,0.11511
702.93533,1.71376
702.94326,2.20333
702.95119,4.45853
702.95912,0.81665
702.96705,1.07469
702.97498,1.13719
702.98291,0.01242
702.99084,0.57853
702.99877,2.87092
703.00670,3.02566
703.01463,1.75347
703.02256,2.14571
703.03049,2.10814
703.03842,0.99288
703.04635,2.12117
703.05428,0.11509
703.06221,0.10530
703.07014,0.21924
703.07807,1.00274
703.08600,2.55109
703.09393,0.43048
703.10186,0.33541
703.10979,1.07801
703.11772,0.24902
703.12565,0.06270
703.13358,0.61261
703.14151,1.44813
703.14944,0.65195
703.15737,0.55200
703.16530,2.08691
703.17323,2.70714
703.18116,0.86845
703.18909,0.29678
703.19702,0.58835
703.20495,0.00200
703.21288,0.87858
703.22081,0.08944
703.22874,1.27356
703.23667,0.05485
703.24460,1.41783
703.25253,0.78563
703.26046,0.46764
703.26839,1.46727
703.27632,1.89660
703.28425,3.82934
703.29218,4.44133
703.30011,0.02415
703.30804,0.93228
703.31598,0.30392
703.32391,0.05613
703.33184,1.26760
703.33977,0.59184
703.34770,1.67856
703.35563,0.04100
703.36356,0.07907
703.37149,3.08452
703.37942,2.75727
703.38735,0.33020
703.39528,0.22591
703.40321,0.14871
703.41114,0.27316
703.41907,0.56061
703.42700,0.24798
703.43493,0.53658
703.44286,2.00157
703.45079,0.44927
703.45872,2.68261
703.46665,0.62598
703.47458,0.40920
703.48251,0.15107
703.49044,0.32301
703.49837,1.21138
703.50630,2.44126
703.51423,0.14508
703.52216,0.32364
703.53009,1.06607
703.53802,0.17185
703.54595,0.44027
703.55388,1.78332
703.56181,2.94640
703.56974,3.78348
703.57767,1.15981
703.58560,2.34203
703.59353,0.79073
703.60146,0.23318
703.60939,0.89394
703.61732,1.39118
703.62525,0.82361
703.63318,2.27760
703.64111,2.36001
703.64904,0.21486
703.65697,0.33261
703.66490,1.41407
703.67283,0.49176
703.68076,0.21379
703.68869,2.02633
703.69662,0.33497
703.70455,0.09589
703.71248,1.70046
703.72041,0.41379
703.72834,1.48188
703.73627,0.55163
703.74420,1.06473
703.75213,1.79850
703.76006,0.27931
703.76799,0.99541
703.77592,1.31634
703.78385,0.19362
703.79178,0.16529
703.79971,0.91580
703.80764,1.78946
703.81557,0.27274
703.82350,0.51171
703.83143,0.36407
703.83936,0.08775
703.84729,0.92853
703.85522,1.22980
703.86315,0.57517
703.87108,1.43308
703.87901,0.08474
703.88694,0.63837
703.89487,0.57517
703.90280,0.06761
703.91073,1.39370
703.91866,0.82559
703.92659,0.41845
703.93452,0.09382
703.94245,3.21116
703.95038,2.81671
703.95831,0.31691
703.96624,0.40532
703.97417,4.80907
703.98210,0.52135
703.99003,0.27388
703.99796,0.81581
704.00590,0.32952
704.01383,0.08240
704.02176,0.55555
704.02969,1.47829
704.03762,3.46463
704.04555,0.90380
704.05348,0.91734
704.06141,1.06272
704.06934,0.13053
704.07727,1.60010
704.08520,0.58970
704.09313,1.56524
704.10106,0.65699
704.10899,0.67107
704.11692,0.03612
704.12485,2.95307
704.13278,0.05350
704.14071,1.12461
704.14864,0.18885
704.15657,0.28848
704.16450,0.66864
704.17243,0.24039
704.18036,0.03142
704.18829,0.24014
704.19622,3.31809
704.20415,0.54809
704.21208,0.79971
704.22001,2.34702
704.22794,0.37099
704.23587,1.54599
704.24380,0.08750
704.25173,0.08612
704.25966,1.56054
704.26759,0.11567
704.27552,1.08614
704.28345,0.56458
704.29138,0.15320
704.29931,0.18523
704.30724,2.34214
704.31517,0.54578
704.32310,0.20414
704.33103,2.12075
704.33896,0.42952
704.34689,1.07108
704.35482,0.58885
704.36275,0.23091
704.37068,0.89396
704.37861,0.08134
704.38654,0.71724
704.39447,0.94226
704.40240,2.74543
704.41033,1.40713
704.41826,0.11630
704.42619,2.99226
704.43412,0.98630
704.44205,1.37054
704.44998,1.07501
704.45791,0.44390
704.46584,3.45333
704.47377,0.27501
704.48170,0.11826
704.48963,1.12486
704.49756,0.65674
704.50549,1.99616
704.51342,0.25146
704.52135,1.78881
704.52928,1.43359
704.53721,2.51160
704.54514,0.55234
704.55307,0.23471
704.56100,0.22143
704.56893,0.72012
704.57686,0.24195
704.58479,0.05522
704.59272,0.59232
704.60065,0.16128
704.60858,0.56001
704.61651,4.09177
704.62444,0.09588
704.63237,2.13492
704.64030,1.11690
704.64823,0.38387
704.65616,1.47048
704.66409,0.15014
704.67202,0.21059
704.67995,0.56152
704.68788,0.02070
704.69582,0.14516
704.70375,0.65832
704.71168,1.01044
704.71961,0.61634
704.72754,0.57888
704.73547,0.18167
704.74340,1.66519
704.75133,1.02817
704.75926,1.09379
704.76719,1.16781
704.77512,2.08527
704.78305,0.83484
704.79098,0.63161
704.79891,2.41191
704.80684,0.89708
704.81477,0.55723
704.82270,2.65831
704.83063,0.78111
704.83856,1.49700
704.84649,0.31594
704.85442,1.34847
704.86235,2.78540
704.87028,3.59023
704.87821,1.06688
704.88614,3.65916
704.89407,2.02090
704.90200,0.49181
704.90993,0.63202
704.91786,0.07367
704.92579,0.95434
704.93372,0.57190
704.94165,0.09724
704.94958,0.71632
704.95751,0.11963
704.96544,0.93621
704.97337,1.61446
704.98130,0.96594
704.98923,0.46510
704.99716,0.13842
705.00509,1.13702
705.01302,0.23093
705.02095,0.39937
705.02888,0.07325
705.03681,0.91066
705.04474,0.20382
705.05267,1.60421
705.06060,0.28912
705.06853,0.09296
705.07646,1.22283
705.08439,2.48082
705.09232,0.06602
705.10025,1.58818
705.10818,0.95973
705.11611,0.64915
705.12404,2.56882
705.13197,1.27153
705.13990,1.97276
705.14783,0.94178
705.15576,0.22637
705.16369,3.35466
705.17162,2.09488
705.17955,2.42003
705.18748,0.13757
705.19541,0.67251
705.20334,0.64528
705.21127,1.52463
705.21920,2.24874
705.22713,0.09092
705.23506,0.89654
705.24299,0.37637
705.25092,0.05440
705.25885,0.40895
705.26678,0.13287
705.27471,1.98021
705.28264,2.84540
705.29057,0.09302
705.29850,0.55640
705.30643,3.32872
705.31436,0.92387
705.32229,0.52599
705.33022,0.53220
705.33815,0.24385
705.34608,0.38764
705.35401,0.15593
705.36194,1.25791
705.36987,0.62483
705.37780,0.48284
705.38574,4.08609
705.39367,3.45208
705.40160,0.25056
705.40953,0.10123
705.41746,1.40868
705.42539,1.26827
705.43332,1.86286
705.44125,2.79105
705.44918,0.44883
705.45711,2.47571
705.46504,0.87869
705.47297,0.57067
705.48090,0.25175
705.48883,0.80898
705.49676,0.71612
705.50469,0.56283
705.51262,0.44893
705.52055,0.26478
705.52848,1.01874
705.53641,0.22915
705.54434,0.22552
705.55227,1.31854
705.56020,0.02995
705.56813,0.16667
705.57606,0.89330
705.58399,1.22871
705.59192,3.66626
705.59985,1.33039
705.60778,1.34426
705.61571,0.60750
705.62364,0.70088
705.63157,0.56445
705.63950,0.80102
705.64743,2.06255
705.65536,0.64771
705.66329,0.23333
705.67122,0.09709
705.67915,0.60865
705.68708,2.91307
705.69501,3.99001
705.70294,0.23414
705.71087,0.77280
705.71880,0.09429
705.72673,0.20646
705.73466,0.03170
705.74259,0.27645
705.75052,0.21105
705.75845,2.31126
705.76638,0.53735
705.77431,1.14846
705.78224,0.22246
705.79017,0.76079
705.79810,0.22073
705.80603,0.03933
705.81396,0.98731
705.82189,1.04621
705.82982,1.80289
705.83775,2.41585
705.84568,0.10185
705.85361,0.07025
705.86154,0.32461
705.86947,0.80691
705.87740,0.02057
705.88533,0.23667
705.89326,0.15002
705.90119,1.00101
705.90912,0.65133
705.91705,1.71144
705.92498,0.73816
705.93291,0.56346
705.94084,1.23049
705.94877,0.19910
705.95670,0.22388
705.96463,0.20609
705.97256,0.25932
705.98049,0.57487
705.98842,0.55741
705.99635,0.40788
706.00428,0.04963
706.01221,0.42141
706.02014,0.11399
706.02807,0.08202
706.03600,0.23860
706.04393,0.65841
706.05186,1.88764
706.05979,0.80638
706.06772,0.38443
706.07566,1.37469
706.08359,2.47167
706.09152,1.64852
706.09945,0.55139
706.10738,0.41813
706.11531,0.45545
706.12324,1.90305
706.13117,1.24364
706.13910,0.33017
706.14703,0.10075
706.15496,0.04058
706.16289,1.76777
706.17082,0.19153
706.17875,0.45167
706.18668,1.15128
706.19461,0.09402
706.20254,1.92898
706.21047,0.15613
706.21840,0.31905
706.22633,1.47057
706.23426,2.00193
706.24219,0.02258
706.25012,2.08032
706.25805,0.37339
706.26598,1.92914
706.27391,1.67397
706.28184,0.68968
706.28977,0.07990
706.29770,0.71823
706.30563,0.22312
706.31356,0.42544
706.32149,0.51303
706.32942,0.30180
706.33735,0.08450
706.34528,0.19843
706.35321,1.08248
706.36114,0.30788
706.36907,0.13769
706.37700,0.84697
706.38493,0.25394
706.39286,0.10580
706.40079,0.32994
706.40872,0.13801
706.41665,0.54566
706.42458,1.09739
706.43251,0.46452
706.44044,0.86637
706.44837,0.04580
706.45630,0.33097
706.46423,0.14369
706.47216,0.13714
706.48009,0.25547
706.48802,0.66166
706.49595,0.64185
706.50388,0.38784
706.51181,0.54926
706.51974,1.55921
706.52767,0.57315
706.53560,0.22094
706.54353,0.55879
706.55146,0.28007
706.55939,0.30887
706.56732,4.02862
706.57525,2.22924
706.58318,0.26052
706.59111,1.51328
706.59904,1.32822
706.60697,0.31091
706.61490,0.74350
706.62283,1.45504
706.63076,2.66301
706.63869,0.30330
706.64662,0.21544
706.65455,1.31666
706.66248,1.11047
706.67041,0.00577
706.67834,0.16365
706.68627,2.08140
706.69420,0.36851
706.70213,0.12031
706.71006,0.43608
706.71799,0.55210
706.72592,0.05045
706.73385,0.18678
706.74178,1.74702
706.74971,0.37116
706.75764,0.57583
706.76558,0.02228
706.77351,1.14049
706.78144,2.23880
706.78937,0.43630
706.79730,0.32827
706.80523,0.40848
706.81316,2.51120
706.82109,1.27305
706.82902,0.44833
706.83695,0.09190
706.84488,0.68223
706.85281,1.57583
706.86074,1.43523
706.86867,2.42179
706.87660,0.53526
706.88453,0.08177
706.89246,0.77120
706.90039,0.21472
706.90832,0.04021
706.91625,1.26651
706.92418,0.20114
706.93211,0.78065
706.94004,0.22593
706.94797,1.06234
706.95590,1.61219
706.96383,0.53855
706.97176,1.20771
706.97969,0.12022
706.98762,0.12657
706.99555,3.44863
707.00348,0.33322
707.01141,0.18372
707.01934,1.23946
707.02727,0.33359
707.03520,0.11278
707.04313,0.21913
707.05106,0.13313
707.05899,0.47577
707.06692,0.02729
707.07485,0.17827
707.08278,0.27393
707.09071,0.03312
707.09864,1.07358
707.10657,1.14690
707.11450,0.22872
707.12243,0.38815
707.13036,0.63840
707.13829,3.30619
707.14622,0.04180
707.15415,1.11132
707.16208,0.11904
707.17001,0.28757
707.17794,0.01217
707.18587,1.49723
707.19380,0.67646
707.20173,0.17661
707.20966,0.25800
707.21759,0.19767
707.22552,0.54168
707.23345,1.46314
707.24138,0.50450
707.24931,0.07806
707.25724,0.00811
707.26517,0.10353
707.27310,0.06449
707.28103,0.27462
707.28896,1.50100
707.29689,1.02739
707.30482,1.01909
707.31275,0.79614
707.32068,1.17993
707.32861,1.70913
707.33654,0.11859
707.34447,1.10515
707.35240,0.05665
707.36033,2.10822
707.36826,4.79190
707.37619,0.69574
707.38412,0.21270
707.39205,1.73462
707.39998,1.74607
707.40791,1.00879
707.41584,1.07728
707.42377,2.06695
707.43170,0.81979
707.43963,1.57055
707.44756,0.00516
707.45550,0.17320
707.46343,0.28191
707.47136,2.22028
707.47929,0.16190
707.48722,0.15030
707.49515,0.30609
707.50308,2.96503
707.51101,0.53659
707.51894,0.99181
707.52687,0.93118
707.53480,0.66022
707.54273,3.24850
707.55066,0.86020
707.55859,6.37263
707.56652,3.45489
707.57445,1.19955
707.58238,0.15160
707.59031,0.61340
707.59824,3.77940
707.60617,1.90341
707.61410,1.81805
707.62203,5.92439
707.62996,1.61495
707.63789,0.28507
707.64582,0.85360
707.65375,0.97760
707.66168,1.92253
707.66961,1.82337
707.67754,0.90715
707.68547,1.30597
707.69340,0.39343
707.70133,2.30708
707.70926,0.89025
707.71719,1.16558
707.72512,0.16969
707.73305,1.51757
707.74098,0.84608
707.74891,1.48127
707.75684,1.41085
707.76477,0.16625
707.77270,0.20328
707.78063,0.95557
707.78856,0.52528
707.79649,1.62720
707.80442,0.13462
707.81235,0.95734
707.82028,6.21127
707.82821,0.25811
707.83614,0.49848
707.84407,0.45180
707.85200,0.31437
707.85993,2.78569
707.86786,2.14068
707.87579,0.92198
707.88372,2.30518
707.89165,1.26831
707.89958,0.09287
707.90751,0.05908
707.91544,2.41460
707.92337,0.92055
707.93130,2.90954
707.93923,0.55927
707.94716,0.80587
707.95509,0.98592
707.96302,0.21927
707.97095,0.49707
707.97888,0.00597
707.98681,0.59537
707.99474,1.14484
708.00267,1.96553
708.01060,0.74574
708.01853,1.06139
708.02646,1.21402
708.03439,0.45337
708.04232,2.30765
708.05025,1.20210
708.05818,0.44587
708.06611,0.82549
708.07404,2.36855
708.08197,0.37000
708.08990,0.83812
708.09783,0.51897
708.10576,0.03959
708.11369,0.21914
708.12162,0.27084
708.12955,1.63117
708.13748,0.25646
708.14542,0.28030
708.15335,1.12716
708.16128,1.32515
708.16921,2.38643
708.17714,1.12735
708.18507,0.03465
708.19300,2.92037
708.20093,0.94452
708.20886,1.36156
708.21679,0.16980
708.22472,0.82821
708.23265,0.60353
708.24058,0.27906
708.24851,2.16877
708.25644,0.90524
708.26437,0.00105
708.27230,0.76813
708.28023,4.56586
708.28816,1.32231
708.29609,0.78106
708.30402,0.06284
708.31195,0.19906
708.31988,0.80119
708.32781,0.35033
708.33574,0.31771
708.34367,1.22770
708.35160,2.08968
708.35953,0.14482
708.36746,0.04368
708.37539,0.68027
708.38332,0.20221
708.39125,2.26107
708.39918,1.03992
708.40711,1.38891
708.41504,0.20872
708.42297,0.41355
708.43090,0.42136
708.43883,3.70694
708.44676,1.09860
708.45469,0.94009
708.46262,1.31003
708.47055,0.85321
708.47848,0.28656
708.48641,0.58557
708.49434,0.11536
708.50227,0.10760
708.51020,0.53531
708.51813,0.98221
708.52606,0.35413
708.53399,1.26018
708.54192,0.68613
708.54985,0.65860
708.55778,2.35406
708.56571,1.53477
708.57364,0.17046
708.58157,0.76210
708.58950,1.02107
708.59743,1.03205
708.60536,0.60967
708.61329,0.17344
708.62122,0.78042
708.62915,1.98861
708.63708,0.59893
708.64501,0.86033
708.65294,1.21898
708.66087,0.14063
708.66880,0.42135
708.67673,0.13110
708.68466,0.44352
708.69259,0.86282
708.70052,4.35546
708.70845,0.25117
708.71638,2.47034
708.72431,0.80010
708.73224,2.22275
708.74017,1.98960
708.74810,0.36247
708.75603,0.12194
708.76396,0.55717
708.77189,1.17964
708.77982,0.73133
708.78775,0.49010
708.79568,0.03019
708.80361,0.07847
708.81154,2.11511
708.81947,0.42845
708.82740,0.36480
708.83534,0.42765
708.84327,0.66189
708.85120,1.39657
708.85913,0.18897
708.86706,0.54403
708.87499,6.72143
708.88292,3.23498
708.89085,0.03823
708.89878,0.87835
708.90671,2.62855
708.91464,2.35869
708.92257,0.54512
708.93050,2.87627
708.93843,0.83520
708.94636,0.44439
708.95429,0.70069
708.96222,0.27099
708.97015,1.67060
708.97808,1.33642
708.98601,1.46464
708.99394,0.24208
709.00187,2.65168
709.00980,1.40160
709.01773,1.04984
709.02566,1.38600
709.03359,3.83510
709.04152,3.95458
709.04945,2.84831
709.05738,3.10096
709.06531,0.04398
709.07324,0.06134
709.08117,0.19354
709.08910,1.11403
709.09703,1.01558
709.10496,4.54688
709.11289,1.47944
709.12082,0.13318
709.12875,0.19497
709.13668,0.01904
709.14461,0.04927
709.15254,0.39621
709.16047,0.63849
709.16840,1.75926
709.17633,2.61447
709.18426,0.13063
709.19219,0.78164
709.20012,0.20198
709.20805,0.23574
709.21598,0.12967
709.22391,0.00095
709.23184,0.23264
709.23977,0.51240
709.24770,0.76110
709.25563,0.22324
709.26356,0.17783
709.27149,0.16492
709.27942,0.30120
709.28735,1.06252
709.29528,1.19245
709.30321,0.06357
709.31114,1.36634
709.31907,1.76980
709.32700,0.71377
709.33493,0.80775
709.34286,0.69663
709.35079,0.09437
709.35872,0.07626
709.36665,0.76481
709.37458,0.96379
709.38251,0.31918
709.39044,0.08184
709.39837,0.00417
709.40630,0.66547
709.41423,1.54480
709.42216,0.33408
709.43009,0.66534
709.43802,0.31321
709.44595,0.21976
709.45388,1.29597
709.46181,0.30466
709.46974,0.15907
709.47767,0.20358
709.48560,0.48871
709.49353,0.72825
709.50146,2.30010
709.50939,0.06464
709.51732,0.15289
709.52526,1.27402
709.53319,1.23668
709.54112,0.26834
709.54905,3.33831
709.55698,0.94236
709.56491,1.35195
709.57284,0.27049
709.58077,0.94499
709.58870,2.73035
709.59663,0.14773
709.60456,0.18533
709.61249,1.93642
709.62042,0.79193
709.62835,0.78050
709.63628,0.04037
709.64421,2.51197
709.65214,2.04774
709.66007,2.16200
709.66800,3.37364
709.67593,1.40171
709.68386,0.05622
709.69179,0.71381
709.69972,0.31861
709.70765,0.07413
709.71558,0.12156
709.72351,2.74540
709.73144,1.81525
709.73937,2.09271
709.74730,2.00036
709.75523,1.62216
709.76316,0.22262
709.77109,0.32572
709.77902,1.24807
709.78695,1.83583
709.79488,0.83338
709.80281,0.36313
709.81074,3.03323
709.81867,0.87839
709.82660,0.08207
709.83453,0.14474
709.84246,0.29492
709.85039,0.67833
709.85832,1.88436
709.86625,1.22168
709.87418,0.90707
709.88211,0.65621
709.89004,2.18271
709.89797,2.00026
709.90590,1.51876
709.91383,2.77461
709.92176,0.21078
709.92969,1.58735
709.93762,1.52258
709.94555,0.26428
709.95348,0.33117
709.96141,0.45996
709.96934,2.34503
709.97727,0.40840
709.98520,0.51099
709.99313,0.19359
710.00106,0.35339
710.00899,0.39863
710.01692,2.65452
710.02485,1.88317
710.03278,0.09182
710.04071,0.16446
710.04864,1.86815
710.05657,2.61924
710.06450,2.26095
710.07243,0.60414
710.08036,0.24803
710.08829,0.11159
710.09622,0.93608
710.10415,1.46402
710.11208,0.03570
710.12001,0.47305
710.12794,0.12098
710.13587,1.27438
710.14380,0.74141
710.15173,0.56306
710.15966,0.09621
710.16759,0.04515
710.17552,0.24358
710.18345,0.86515
710.19138,0.05705
710.19931,0.51213
710.20724,0.54626
710.21518,1.01757
710.22311,0.86133
710.23104,0.88805
710.23897,0.10460
710.24690,0.81514
710.25483,0.34100
710.26276,0.38886
710.27069,0.07532
710.27862,1.60771
710.28655,0.18367
710.29448,0.25719
710.30241,0.05603
710.31034,0.37108
710.31827,0.72817
710.32620,0.19995
710.33413,0.53561
710.34206,0.51214
710.34999,0.96408
710.35792,0.01472
710.36585,1.20429
710.37378,2.36947
710.38171,0.87930
710.38964,0.96148
710.39757,0.66970
710.40550,1.17415
710.41343,0.10993
710.42136,0.78711
710.42929,0.56977
710.43722,0.18159
710.44515,0.18593
710.45308,1.18678
710.46101,0.71190
710.46894,1.60796
710.47687,0.02278
710.48480,2.08557
710.49273,0.71316
710.50066,0.97178
710.50859,1.43844
710.51652,0.08471
710.52445,0.57369
710.53238,1.63317
710.54031,0.59418
710.54824,0.54496
710.55617,0.93867
710.56410,0.09159
710.57203,0.41063
710.57996,0.02432
710.58789,0.90771
710.59582,2.37885
710.60375,0.82668
710.61168,0.08456
710.61961,0.19568
710.62754,0.63821
710.63547,1.02976
710.64340,1.05694
710.65133,0.47094
710.65926,0.05785
710.66719,0.45802
710.67512,0.30502
710.68305,0.59322
710.69098,1.32536
710.69891,1.63377
710.70684,0.47994
710.71477,0.49393
710.72270,1.08073
710.73063,0.94513
710.73856,0.85888
710.74649,2.15217
710.75442,0.97450
710.76235,1.43389
710.77028,3.19541
710.77821,1.74963
710.78614,0.37925
710.79407,0.22463
710.80200,0.04077
710.80993,0.38541
710.81786,0.11851
710.82579,0.26860
710.83372,0.29934
710.84165,0.33081
710.84958,2.30817
710.85751,0.04571
710.86544,0.62874
710.87337,0.01521
710.88130,0.57106
710.88923,0.75572
710.89716,0.05498
710.90510,1.59536
710.91303,1.50029
710.92096,1.15102
710.92889,0.04729
710.93682,0.25048
710.94475,0.67752
710.95268,0.38605
710.96061,1.51457
710.96854,0.28176
710.97647,2.78257
710.98440,2.75541
710.99233,1.00204
711.00026,1.14574
711.00819,1.93547
711.01612,2.82951
711.02405,0.01836
711.03198,0.18910
711.03991,0.07021
711.04784,0.90544
711.05577,0.41086
711.06370,2.24371
711.07163,1.17971
711.07956,0.43138
